Country_name,year,Life_Ladder,Log_GDP_per_capita_x,Social_support_x,Healthy_life_expectancy_at_birth_x,Freedom_to_make_life_choices_x,Generosity_x,Perceptions_of_corruption_x,Regional_indicator,level_happiness_x,Life_Ladder_Avg,Log_GDP_per_capita_y,Social_support_y,Healthy_life_expectancy_at_birth_y,Freedom_to_make_life_choices_y,Generosity_y,Perceptions_of_corruption_y,level_happiness_y,MAE
Lebanon,2019,4.024,9.597,0.866,67.6,0.447,-0.081,0.89,Middle East and North Africa,1,4.024,9.597,0.866,67.6,0.447,-0.081,0.89,1.0,0.0
Lebanon,2020,4.771500111,9.3617239,0.824338138,67.10658264,0.551357508,-0.06121527,0.90225625,Middle East and North Africa,1,4.9576,9.664,0.8084,66.6,0.5826,-0.0234,0.89,1.0,0.1860998890000003
Lebanon,2021,4.584,9.626,0.848,67.355,0.525,-0.073,0.898,Middle East and North Africa,1,4.8775000222000005,9.59654478,0.8248676276000001,66.901316528,0.5734715016,-0.0502430539999999,0.8926512500000001,1.0,0.2935000222000008
Lesotho,2017,3.795,7.931,0.769,47.3,0.757,-0.145,0.797,Sub-Saharan Africa,0,3.795,7.931,0.769,47.3,0.757,-0.145,0.797,0.0,0.0
Lesotho,2019,3.512,7.926,0.79,48.7,0.716,-0.131,0.915,Sub-Saharan Africa,0,3.512,7.926,0.79,48.7,0.716,-0.131,0.915,0.0,0.0
Lesotho,2020,3.652800083,7.960488319,0.780495703,48.00362396,0.738125861,-0.145732045,0.857392073,Sub-Saharan Africa,0,4.119400000000001,8.2426,0.8058,51.139,0.6689999999999999,-0.107,0.8242,0.0,0.4665999170000008
Lesotho,2021,3.512,7.926,0.787,48.7,0.715,-0.131,0.915,Sub-Saharan Africa,0,3.9331600166,7.909497663800001,0.7922991406000001,47.26872479199999,0.7116251722,-0.121546409,0.8160784146000001,0.0,0.4211600166
Liberia,2017,4.424,7.324,0.685,55.3,0.733,-0.012,0.867,Sub-Saharan Africa,0,4.424,7.324,0.685,55.3,0.733,-0.012,0.867,0.0,0.0
Liberia,2018,4.135,7.311,0.727,56.1,0.766,0.05,0.868,Sub-Saharan Africa,0,4.135,7.311,0.727,56.1,0.766,0.05,0.868,0.0,0.0
Liberia,2019,5.121,7.264,0.712,56.9,0.706,0.051,0.828,Sub-Saharan Africa,0,5.121,7.264,0.712,56.9,0.706,0.051,0.828,0.0,0.0
Liberia,2020,4.557899952,7.054380417,0.70928055,56.09631348,0.735268712,0.04227322,0.856375933,Sub-Saharan Africa,0,3.947400000000001,7.3176,0.681,55.3,0.7278,0.0122,0.8734,0.0,0.6104999519999987
Liberia,2021,4.625,7.288,0.72,56.498,0.735,0.05,0.85,Sub-Saharan Africa,0,4.3185799904,7.2554760834,0.6952561100000001,55.779262696,0.7406537423999999,0.032854644,0.8640751866,0.0,0.30642000960000004
Libya,2017,5.647,9.491,0.823,62.3,0.779,-0.019,0.673,Middle East and North Africa,1,5.647,9.491,0.823,62.3,0.779,-0.019,0.673,1.0,0.0
Libya,2018,5.494,9.617,0.824,62.3,0.781,-0.101,0.646,Middle East and North Africa,1,5.494,9.617,0.824,62.3,0.781,-0.101,0.646,1.0,0.0
Libya,2019,5.33,9.627,0.827,62.3,0.762,-0.073,0.686,Middle East and North Africa,1,5.33,9.627,0.827,62.3,0.762,-0.073,0.686,1.0,0.0
Libya,2020,5.488800049,9.789815903,0.825942934,62.29999924,0.773157001,-0.085054487,0.668779135,Middle East and North Africa,1,5.504,9.4622,0.8436,62.3,0.7838,-0.0652,0.6764519423333333,1.0,0.0151999509999996
Libya,2021,5.41,9.622,0.827,62.3,0.771,-0.087,0.667,Middle East and North Africa,1,5.4787600098,9.5585631806,0.8351885868,62.29999984799999,0.7834314002,-0.0734108974,0.6724817981666666,1.0,0.06876000980000008
Lithuania,2017,6.273,10.429,0.926,66.7,0.749,-0.174,0.79,Central and Eastern Europe,1,6.273,10.429,0.926,66.7,0.749,-0.174,0.79,1.0,0.0
Lithuania,2018,6.309,10.474,0.929,67.3,0.699,-0.237,0.852,Central and Eastern Europe,1,6.309,10.474,0.929,67.3,0.699,-0.237,0.852,1.0,0.0
Lithuania,2019,6.064,10.518,0.918,67.9,0.78,-0.251,0.783,Central and Eastern Europe,1,6.064,10.518,0.918,67.9,0.78,-0.251,0.783,1.0,0.0
Lithuania,2020,6.215499878,10.34362602,0.926107109,67.29407501,0.747381449,-0.219725296,0.809583843,Central and Eastern Europe,1,6.044600000000001,10.4258,0.9280000000000002,66.7,0.6965999999999999,-0.2364,0.8596,1.0,0.10289987799999967
Lithuania,2020,6.215499878,10.34362602,0.926107109,67.29407501,0.747381449,-0.219725296,0.809583843,Central and Eastern Europe,1,6.1806,10.459599999999998,0.9328,67.3,0.7331999999999999,-0.21,0.8405999999999999,1.0,0.10289987799999967
Lithuania,2021,6.255,10.499,0.935,67.906,0.773,-0.203,0.826,Central and Eastern Europe,1,6.2504999756,10.453725204,0.9304214218,67.538815002,0.7598762898,-0.2007450591999999,0.8127167686,1.0,0.004500024399999525
Luxembourg,2017,7.061,11.634,0.905,72.6,0.903,0.044,0.33,Western Europe,2,7.061,11.634,0.905,72.6,0.903,0.044,0.33,2.0,0.0
Luxembourg,2018,7.243,11.645,0.902,72.6,0.884,-0.022,0.385,Western Europe,2,7.243,11.645,0.902,72.6,0.884,-0.022,0.385,2.0,0.0
Luxembourg,2019,7.404,11.648,0.912,72.6,0.93,-0.045,0.39,Western Europe,2,7.404,11.648,0.912,72.6,0.93,-0.045,0.39,2.0,0.0
Luxembourg,2020,7.237500191,11.45068073,0.906912208,72.59999847,0.90563643,-0.004620588,0.367084295,Western Europe,2,7.075399999999999,11.6368,0.9188,72.6,0.9062,0.0096,0.3671999999999999,2.0,0.1621001910000004
Luxembourg,2021,7.324,11.647,0.908,72.6,0.907,-0.034,0.386,Western Europe,2,7.1825000382,11.603536146,0.9133824416,72.59999969399999,0.9009272860000002,-0.0017241175999999,0.3656168589999999,2.0,0.14149996180000013
Madagascar,2017,4.079,7.368,0.626,58.7,0.57,-0.033,0.847,Sub-Saharan Africa,0,4.079,7.368,0.626,58.7,0.57,-0.033,0.847,0.0,0.0
Madagascar,2018,4.071,7.386,0.666,59.1,0.551,0.003,0.889,Sub-Saharan Africa,0,4.071,7.386,0.666,59.1,0.551,0.003,0.889,0.0,0.0
Madagascar,2019,4.339,7.406,0.701,59.5,0.55,-0.012,0.72,Sub-Saharan Africa,0,4.339,7.406,0.701,59.5,0.55,-0.012,0.72,0.0,0.0
Madagascar,2020,4.165599823,7.281685829,0.668195903,59.10542679,0.557574093,-0.011823639,0.817485631,Sub-Saharan Africa,0,3.949,7.372,0.6772,58.7,0.5572000000000001,-0.0304,0.8362,0.0,0.21659982300000014
Madagascar,2021,4.208,7.396,0.686,59.305,0.552,-0.005,0.803,Sub-Saharan Africa,0,4.0635199646,7.359537165799999,0.6814391806,58.941085358,0.5597148185999999,-0.0245647278,0.8274971261999999,0.0,0.14448003539999998
Malawi,2017,3.417,6.945,0.555,56.9,0.848,0.025,0.735,Sub-Saharan Africa,0,3.417,6.945,0.555,56.9,0.848,0.025,0.735,0.0,0.0
Malawi,2018,3.335,6.949,0.528,57.6,0.799,0.073,0.766,Sub-Saharan Africa,0,3.335,6.949,0.528,57.6,0.799,0.073,0.766,0.0,0.0
Malawi,2019,3.869,6.966,0.549,58.3,0.765,0.004,0.68,Sub-Saharan Africa,0,3.869,6.966,0.549,58.3,0.765,0.004,0.68,0.0,0.0
Malawi,2020,3.538000107,7.062226295,0.544007301,57.59288788,0.803223193,0.021433279,0.731700778,Sub-Saharan Africa,0,3.593,6.945400000000001,0.53,56.9,0.8046,0.0452,0.768,0.0,0.05499989300000019
Malawi,2021,3.6,6.958,0.537,57.948,0.78,0.038,0.729,Sub-Saharan Africa,0,3.5270000214,6.970845259000001,0.5400014602000001,57.318577576,0.8050446386000001,0.0378866557999999,0.7473401556000001,0.0,0.07299997859999996
Malaysia,2018,5.339,10.223,0.789,67.0,0.875,0.127,0.894,Southeast Asia,1,5.339,10.223,0.789,67.0,0.875,0.127,0.894,1.0,0.0
Malaysia,2019,5.428,10.252,0.842,67.2,0.916,0.123,0.782,Southeast Asia,1,5.428,10.252,0.842,67.2,0.916,0.123,0.782,1.0,0.0
Malaysia,2020,5.384300232,10.26251888,0.816509426,67.10215759,0.894626856,0.114726797,0.839302301,Southeast Asia,1,5.7644,10.1424,0.8286,66.584,0.8130000000000001,0.195,0.8228000000000002,1.0,0.380099768
Malaysia,2021,5.384,10.238,0.817,67.102,0.895,0.125,0.839,Southeast Asia,1,5.6872600464000005,10.187503776000002,0.8257018852,66.788431518,0.8337253712000001,0.1651453594,0.8396604602,1.0,0.30326004640000015
Maldives,2018,5.198,9.826,0.913,70.6,0.855,0.024,0.8246055305,South Asia,0,5.198,9.826,0.913,70.6,0.855,0.024,0.8246055305,0.0,0.0
Maldives,2020,5.197599888,9.518632889,0.91316092,70.59999847,0.853962779,0.038085498,0.824211061,South Asia,0,5.3466600464,10.160303776,0.8355018852,67.800831518,0.8871253712,0.1027453594,0.8357815663,0.0,0.1490601584000002
Maldives,2021,5.198,9.826,0.913,70.6,0.854,0.024,0.825,South Asia,0,5.318380024,10.0194303538,0.8603340692,68.52083121199999,0.882917927,0.084962459,0.8218237785,0.0,0.12038002399999925
Mali,2017,4.742,7.718,0.741,51.2,0.753,-0.069,0.863,Sub-Saharan Africa,0,4.742,7.718,0.741,51.2,0.753,-0.069,0.863,0.0,0.0
Mali,2018,4.416,7.733,0.692,51.7,0.737,-0.034,0.793,Sub-Saharan Africa,0,4.416,7.733,0.692,51.7,0.737,-0.034,0.793,0.0,0.0
Mali,2019,4.988,7.752,0.755,52.2,0.67,-0.038,0.846,Sub-Saharan Africa,0,4.988,7.752,0.755,52.2,0.67,-0.038,0.846,0.0,0.0
Mali,2020,4.729300022,7.629852295,0.731468976,51.72698212,0.71156615,-0.044366926,0.839328408,Sub-Saharan Africa,0,4.5488,7.7134,0.7708,51.2,0.6980000000000001,-0.0558,0.8328,0.0,0.18050002200000037
Mali,2021,4.723,7.744,0.724,51.969,0.697,-0.036,0.827,Sub-Saharan Africa,0,4.5782600044,7.705570459,0.7510937952,51.505396424,0.71351323,-0.0510733852,0.8406656816,0.0,0.14473999560000017
Malta,2017,6.676,10.635,0.937,72.2,0.924,0.253,0.69,Western Europe,2,6.676,10.635,0.937,72.2,0.924,0.253,0.69,2.0,0.0
Malta,2018,6.91,10.67,0.932,72.2,0.927,0.179,0.595,Western Europe,2,6.91,10.67,0.932,72.2,0.927,0.179,0.595,2.0,0.0
Malta,2019,6.733,10.677,0.922,72.2,0.924,0.087,0.689,Western Europe,2,6.733,10.677,0.922,72.2,0.924,0.087,0.689,2.0,0.0
Malta,2020,6.772799969,10.53383827,0.93037951,72.19999695,0.924911439,0.214965805,0.658547282,Western Europe,2,6.704600000000001,10.6294,0.9280000000000002,72.2,0.9206,0.2421999999999999,0.6668,2.0,0.11379996899999956
Malta,2020,6.772799969,10.53383827,0.93037951,72.19999695,0.924911439,0.214965805,0.658547282,Western Europe,2,6.6134,10.619489819538462,0.9318,72.2,0.9244,0.2308302431538461,0.6689999999999999,2.0,0.11379996899999956
Malta,2021,6.602,10.674,0.931,72.2,0.927,0.133,0.653,Western Europe,2,6.649759993799999,10.60645747353846,0.931875902,72.19999939,0.9261822878,0.2048234041538462,0.6615094563999999,2.0,0.047759993799998846
Mauritania,2017,4.678,8.533,0.779,56.7,0.527,-0.153,0.777,Sub-Saharan Africa,0,4.678,8.533,0.779,56.7,0.527,-0.153,0.777,0.0,0.0
Mauritania,2018,4.314,8.526,0.802,57.0,0.467,-0.112,0.711,Sub-Saharan Africa,0,4.314,8.526,0.802,57.0,0.467,-0.112,0.711,0.0,0.0
Mauritania,2019,4.153,8.556,0.798,57.3,0.628,-0.102,0.743,Sub-Saharan Africa,0,4.153,8.556,0.798,57.3,0.628,-0.102,0.743,0.0,0.0
Mauritania,2020,4.374599934,8.233919144,0.790819228,57.01017761,0.551522553,-0.106008142,0.746223509,Sub-Saharan Africa,0,4.308,8.536599999999998,0.8078,56.7,0.5072,-0.0974,0.7575999999999999,0.0,0.06659993400000008
Mauritania,2021,4.227,8.542,0.795,57.161,0.561,-0.106,0.731,Sub-Saharan Africa,0,4.3983199868,8.4749838288,0.7909638456000001,56.882035522,0.5281045106,-0.1296016283999999,0.7638447018,0.0,0.1713199867999995
Mauritius,2017,6.174,9.972,0.91,66.1,0.912,0.087,0.818,Sub-Saharan Africa,0,6.174,9.972,0.91,66.1,0.912,0.087,0.818,0.0,0.0
Mauritius,2018,5.882,10.008,0.909,66.4,0.867,-0.073,0.785,Sub-Saharan Africa,0,5.882,10.008,0.909,66.4,0.867,-0.073,0.785,0.0,0.0
Mauritius,2019,6.241,10.043,0.913,66.7,0.893,-0.053,0.81,Sub-Saharan Africa,0,6.241,10.043,0.913,66.7,0.893,-0.053,0.81,0.0,0.0
Mauritius,2020,6.101299763,9.956786156,0.910357833,66.40434265,0.889534533,-0.018318573,0.805343091,Sub-Saharan Africa,0,5.911,9.9646,0.8706000000000002,66.06,0.8629999999999999,0.0552,0.8366,0.0,0.15359976300000033
Mauritius,2020,6.101299763,9.956786156,0.910357833,66.40434265,0.889534533,-0.018318573,0.805343091,Sub-Saharan Africa,0,5.9844,9.986,0.8922000000000001,66.4,0.8667999999999999,0.0126,0.8152000000000001,0.0,0.15359976300000033
Mauritius,2021,6.049,10.008,0.905,66.701,0.867,-0.054,0.789,Sub-Saharan Africa,0,6.0826599526,9.9903572312,0.9070715666,66.52086853,0.8809069065999999,-0.0188637146,0.7980686182000001,0.0,0.033659952599999876
Mexico,2017,6.41,9.893,0.8,68.0,0.861,-0.202,0.801,Latin America and Caribbean,1,6.41,9.893,0.8,68.0,0.861,-0.202,0.801,1.0,0.0
Mexico,2018,6.55,9.903,0.858,68.3,0.816,-0.179,0.809,Latin America and Caribbean,1,6.55,9.903,0.858,68.3,0.816,-0.179,0.809,1.0,0.0
Mexico,2019,6.432,9.891,0.852,68.6,0.903,-0.141,0.809,Latin America and Caribbean,1,6.432,9.891,0.852,68.6,0.903,-0.141,0.809,1.0,0.0
Mexico,2020,6.465000153,9.797797203,0.838665426,68.29902649,0.858709276,-0.175266623,0.806821585,Latin America and Caribbean,1,6.490399999999999,9.8876,0.8328,68.0,0.8102,-0.1654,0.7872000000000001,1.0,0.02719999999999967
Mexico,2020,6.465000153,9.797797203,0.838665426,68.29902649,0.858709276,-0.175266623,0.806821585,Latin America and Caribbean,1,6.436,9.8706,0.8364,68.3,0.841,-0.1588,0.8012,1.0,0.02719999999999967
Mexico,2021,6.317,9.859,0.831,68.597,0.862,-0.147,0.799,Latin America and Caribbean,1,6.3642000306,9.853359440599998,0.8255330852,68.419805298,0.8623418552000001,-0.1632533246,0.800764317,1.0,0.0472000306
Moldova,2017,5.326,9.363,0.831,64.3,0.553,-0.053,0.926,Commonwealth of Independent States,1,5.326,9.363,0.831,64.3,0.553,-0.053,0.926,1.0,0.0
Moldova,2018,5.682,9.423,0.892,65.0,0.824,-0.084,0.929,Commonwealth of Independent States,1,5.682,9.423,0.892,65.0,0.824,-0.084,0.929,1.0,0.0
Moldova,2019,5.803,9.475,0.809,65.7,0.784,-0.092,0.884,Commonwealth of Independent States,1,5.803,9.475,0.809,65.7,0.784,-0.092,0.884,1.0,0.0
Moldova,2020,5.607500076,8.776714325,0.843313575,65.01301575,0.721609175,-0.037741039,0.913314283,Commonwealth of Independent States,1,5.6812000000000005,9.3614,0.8417999999999999,64.3,0.6626,-0.0732,0.9302,1.0,0.05319992400000029
Moldova,2020,5.607500076,8.776714325,0.843313575,65.01301575,0.721609175,-0.037741039,0.913314283,Commonwealth of Independent States,1,5.6402,9.4046,0.8486,65.0,0.7154,-0.0668,0.9298,1.0,0.05319992400000029
Moldova,2021,5.766,9.454,0.857,65.699,0.822,-0.079,0.918,Commonwealth of Independent States,1,5.6461000152,9.299942865,0.8498627150000001,65.28260315,0.7483218349999999,-0.0649482078,0.9186628566,1.0,0.11989998479999997
Mongolia,2017,5.334,9.334,0.924,62.1,0.675,0.119,0.865,East Asia,1,5.334,9.334,0.924,62.1,0.675,0.119,0.865,1.0,0.0
Mongolia,2018,5.465,9.386,0.942,62.3,0.696,0.054,0.849,East Asia,1,5.465,9.386,0.942,62.3,0.696,0.054,0.849,1.0,0.0
Mongolia,2019,5.563,9.418,0.946,62.5,0.711,0.149,0.873,East Asia,1,5.563,9.418,0.946,62.5,0.711,0.149,0.873,1.0,0.0
Mongolia,2020,5.456200123,9.412186623,0.937142491,62.30448532,0.693351328,0.098093867,0.863511205,East Asia,1,5.280399999999999,9.3492,0.933,62.1,0.7056,0.1169999999999999,0.8774000000000001,1.0,0.10280000000000022
Mongolia,2020,5.456200123,9.412186623,0.937142491,62.30448532,0.693351328,0.098093867,0.863511205,East Asia,1,5.486,9.3668,0.9354,62.3,0.712,0.1106,0.866,1.0,0.10280000000000022
Mongolia,2021,5.677,9.4,0.935,62.5,0.708,0.116,0.856,East Asia,1,5.5658400246,9.3892373246,0.9334284982000002,62.38089706400001,0.6986702655999999,0.1122187734,0.8587022409999999,1.0,0.11115997539999967
Montenegro,2017,5.615,9.885,0.881,68.3,0.626,-0.083,0.756,Central and Eastern Europe,1,5.615,9.885,0.881,68.3,0.626,-0.083,0.756,1.0,0.0
Montenegro,2018,5.65,9.934,0.856,68.5,0.626,-0.051,0.769,Central and Eastern Europe,1,5.65,9.934,0.856,68.5,0.626,-0.051,0.769,1.0,0.0
Montenegro,2019,5.386,9.97,0.832,68.7,0.694,-0.105,0.82,Central and Eastern Europe,1,5.386,9.97,0.832,68.7,0.694,-0.105,0.82,1.0,0.0
Montenegro,2020,5.54610014,9.751860619,0.855314612,68.50534821,0.649565637,-0.075600356,0.783121586,Central and Eastern Europe,1,5.416,9.8876,0.835,68.3,0.6195999999999999,-0.094,0.795,1.0,0.07040013999999939
Montenegro,2020,5.54610014,9.751860619,0.855314612,68.50534821,0.649565637,-0.075600356,0.783121586,Central and Eastern Europe,1,5.535400000000001,9.9082,0.8643999999999998,68.5,0.6634,-0.0531999999999999,0.8078,1.0,0.07040013999999939
Montenegro,2021,5.581,9.94,0.858,68.699,0.708,-0.034,0.812,Central and Eastern Europe,1,5.583820028,9.8907721238,0.8622629224,68.58106964199999,0.6795131274000001,-0.0509200711999999,0.7946243171999999,1.0,0.002820027999999475
Morocco,2017,5.312,8.898,0.641,65.6,0.814,-0.216,0.841,Middle East and North Africa,1,5.312,8.898,0.641,65.6,0.814,-0.216,0.841,1.0,0.0
Morocco,2018,4.897,8.914,0.554,65.9,0.773,-0.234,0.843,Middle East and North Africa,1,4.897,8.914,0.554,65.9,0.773,-0.234,0.843,1.0,0.0
Morocco,2019,5.057,8.925,0.535,66.2,0.757,-0.244,0.757,Middle East and North Africa,1,5.057,8.925,0.535,66.2,0.757,-0.244,0.757,1.0,0.0
Morocco,2020,5.094799995,8.940313339,0.592628479,65.89624023,0.772072434,-0.240377247,0.815724611,Middle East and North Africa,1,5.163000000000001,8.895599999999998,0.5982000000000001,65.6,0.7748,-0.2317999999999999,0.8,1.0,0.036000000000000476
Morocco,2020,5.094799995,8.940313339,0.592628479,65.89624023,0.772072434,-0.240377247,0.815724611,Middle East and North Africa,1,5.091,8.895399999999999,0.5876,65.9,0.796,-0.2319999999999999,0.7922,1.0,0.036000000000000476
Morocco,2021,4.918,8.903,0.56,66.208,0.774,-0.236,0.801,Middle East and North Africa,1,5.032759999,8.9096626678,0.5751256958,66.019248046,0.7870144868,-0.2326754493999999,0.8119449222,1.0,0.11475999899999945
Mozambique,2017,4.28,7.157,0.678,53.2,0.823,-0.03,0.682,Sub-Saharan Africa,0,4.28,7.157,0.678,53.2,0.823,-0.03,0.682,0.0,0.0
Mozambique,2018,4.654,7.162,0.738,54.2,0.897,0.049,0.691,Sub-Saharan Africa,0,4.654,7.162,0.738,54.2,0.897,0.049,0.691,0.0,0.0
Mozambique,2019,4.932,7.155,0.742,55.2,0.87,0.073,0.682,Sub-Saharan Africa,0,4.932,7.155,0.742,55.2,0.87,0.073,0.682,0.0,0.0
Mozambique,2020,4.623600006,7.069345951,0.723874032,54.20582199,0.864451885,0.032375868,0.683019102,Sub-Saharan Africa,0,4.6774,7.1188,0.7283999999999999,52.424,0.8084,0.0314,0.6811999999999999,0.0,0.05379999399999935
Mozambique,2021,4.794,7.158,0.744,54.706,0.882,0.061,0.684,Sub-Saharan Africa,0,4.6079200012,7.1368691902000005,0.7095748063999999,53.601164398,0.853490377,0.0426751736,0.6740038204,0.0,0.18607999879999948
Myanmar,2017,4.154,8.464,0.795,58.7,0.886,0.65,0.619,Southeast Asia,1,4.154,8.464,0.795,58.7,0.886,0.65,0.619,1.0,0.0
Myanmar,2018,4.411,8.523,0.774,59.0,0.906,0.49,0.647,Southeast Asia,1,4.411,8.523,0.774,59.0,0.906,0.49,0.647,1.0,0.0
Myanmar,2019,4.434,8.545,0.763,59.3,0.899,0.561,0.682,Southeast Asia,1,4.434,8.545,0.763,59.3,0.899,0.561,0.682,1.0,0.0
Myanmar,2020,4.308000088,8.680481911,0.78440702,58.96171188,0.895075202,0.560663998,0.645124316,Southeast Asia,1,4.3692,8.459800000000001,0.7754,58.7,0.8752000000000001,0.6135999999999999,0.6376000000000001,1.0,0.08189991200000035
Myanmar,2020,4.308000088,8.680481911,0.78440702,58.96171188,0.895075202,0.560663998,0.645124316,Southeast Asia,1,4.4106000000000005,8.4988,0.7842,59.0,0.8785999999999999,0.5700000000000001,0.6404,1.0,0.08189991200000035
Myanmar,2021,4.426,8.541,0.779,59.302,0.876,0.509,0.66,Southeast Asia,1,4.3476000176,8.553296382200001,0.782481404,59.112342376,0.8822150404,0.5463327996,0.6480248632,1.0,0.07839998240000057
Namibia,2017,4.441,9.215,0.828,56.2,0.81,-0.19,0.831,Sub-Saharan Africa,0,4.441,9.215,0.828,56.2,0.81,-0.19,0.831,0.0,0.0
Namibia,2018,4.834,9.204,0.864,56.5,0.754,-0.169,0.846,Sub-Saharan Africa,0,4.834,9.204,0.864,56.5,0.754,-0.169,0.846,0.0,0.0
Namibia,2019,4.436,9.173,0.845,56.8,0.739,-0.174,0.879,Sub-Saharan Africa,0,4.436,9.173,0.845,56.8,0.739,-0.174,0.879,0.0,0.0
Namibia,2020,4.571100235,9.203141212,0.846880972,56.50148773,0.767520964,-0.18530646,0.851449788,Sub-Saharan Africa,0,4.542199999999999,9.073,0.8158,56.7924,0.8056000000000001,-0.0414,0.8012,0.0,0.02640023500000055
Namibia,2020,4.571100235,9.203141212,0.846880972,56.50148773,0.767520964,-0.18530646,0.851449788,Sub-Saharan Africa,0,4.5472,9.1856,0.8081999999999999,56.35200000000001,0.7636000000000001,-0.1639999999999999,0.8312000000000002,0.0,0.02640023500000055
Namibia,2021,4.574,9.161,0.818,56.799,0.719,-0.149,0.847,Sub-Saharan Africa,0,4.546620046999999,9.1798282424,0.8249761943999999,56.620297546,0.7473041927999999,-0.1644612919999999,0.8434899575999999,0.0,0.027379953000000512
Nepal,2017,4.737,8.039,0.816,62.4,0.845,0.134,0.77,South Asia,0,4.737,8.039,0.816,62.4,0.845,0.134,0.77,0.0,0.0
Nepal,2018,4.91,8.087,0.768,63.5,0.77,0.122,0.742,South Asia,0,4.91,8.087,0.768,63.5,0.77,0.122,0.742,0.0,0.0
Nepal,2019,5.449,8.136,0.772,64.6,0.79,0.167,0.712,South Asia,0,5.449,8.136,0.772,64.6,0.79,0.167,0.712,0.0,0.0
Nepal,2020,5.137199879,7.925357342,0.785512447,63.77917862,0.797565043,0.154168829,0.738099158,South Asia,0,5.001599999999999,8.0422,0.7882,62.4,0.8013999999999999,0.1636,0.773,0.0,0.1355998790000008
Nepal,2021,5.269,8.12,0.774,64.233,0.782,0.152,0.727,South Asia,0,5.066639975799999,8.0320714684,0.7957024894000001,63.115835724,0.8083130085999999,0.1490337658,0.7558198315999999,0.0,0.20236002420000077
Netherlands,2017,7.459,10.921,0.937,72.2,0.92,0.25,0.363,Western Europe,2,7.459,10.921,0.937,72.2,0.92,0.25,0.363,2.0,0.0
Netherlands,2018,7.463,10.941,0.939,72.3,0.92,0.161,0.371,Western Europe,2,7.463,10.941,0.939,72.3,0.92,0.161,0.371,2.0,0.0
Netherlands,2019,7.425,10.953,0.941,72.4,0.886,0.213,0.36,Western Europe,2,7.425,10.953,0.941,72.4,0.886,0.213,0.36,2.0,0.0
Netherlands,2020,7.448900223,10.81271172,0.93913883,72.30091858,0.908547819,0.20761244,0.364717126,Western Europe,2,7.442399999999999,10.9192,0.9244,72.2,0.9074,0.2248,0.3878,2.0,0.018000000000000682
Netherlands,2020,7.448900223,10.81271172,0.93913883,72.30091858,0.908547819,0.20761244,0.364717126,Western Europe,2,7.478400000000001,10.922999999999998,0.9374,72.3,0.9136,0.2028,0.3616,2.0,0.018000000000000682
Netherlands,2021,7.464,10.932,0.942,72.4,0.913,0.175,0.338,Western Europe,2,7.4599800446,10.905742343999998,0.9400277659999998,72.340183716,0.9139095638,0.196522488,0.3479434252,2.0,0.004019955400000441
New Zealand,2017,7.327,10.633,0.955,73.0,0.942,0.294,0.222,North America and ANZ,2,7.327,10.633,0.955,73.0,0.942,0.294,0.222,2.0,0.0
New Zealand,2018,7.37,10.66,0.954,73.2,0.949,0.12,0.207,North America and ANZ,2,7.37,10.66,0.954,73.2,0.949,0.12,0.207,2.0,0.0
New Zealand,2019,7.205,10.666,0.939,73.4,0.912,0.157,0.234,North America and ANZ,2,7.205,10.666,0.939,73.4,0.912,0.157,0.234,2.0,0.0
New Zealand,2020,7.299600124,10.50094318,0.949118972,73.20262909,0.936217487,0.191598073,0.22113885,North America and ANZ,2,7.3092,10.638,0.9544,73.0,0.9344,0.2332,0.2254,2.0,0.016100000000000225
New Zealand,2020,7.299600124,10.50094318,0.949118972,73.20262909,0.936217487,0.191598073,0.22113885,North America and ANZ,2,7.276999999999999,10.6364,0.9474,73.2,0.9296,0.1924,0.2448,2.0,0.016100000000000225
New Zealand,2021,7.277,10.643,0.948,73.4,0.929,0.134,0.242,North America and ANZ,2,7.2917200248,10.611988636,0.9498237944,73.280525818,0.9314434974,0.1775196146,0.2334277699999999,2.0,0.014720024799999898
Nicaragua,2017,6.476,8.7,0.838,67.2,0.922,0.01,0.673,Latin America and Caribbean,1,6.476,8.7,0.838,67.2,0.922,0.01,0.673,1.0,0.0
Nicaragua,2018,5.819,8.647,0.854,67.5,0.797,0.009,0.713,Latin America and Caribbean,1,5.819,8.647,0.854,67.5,0.797,0.009,0.713,1.0,0.0
Nicaragua,2019,6.113,8.595,0.874,67.8,0.883,0.029,0.622,Latin America and Caribbean,1,6.113,8.595,0.874,67.8,0.883,0.029,0.622,1.0,0.0
Nicaragua,2020,6.13710022,8.493160248,0.857497036,67.50717926,0.863902867,0.020959141,0.665950119,Latin America and Caribbean,1,6.069,8.649199999999999,0.8492,67.2,0.8256,0.0328,0.6934,1.0,0.06810021999999982
Nicaragua,2021,5.972,8.62,0.864,67.657,0.836,0.02,0.664,Latin America and Caribbean,1,6.111620044,8.620632049600001,0.8552994072000001,67.38143585200001,0.8365805734,0.0215918282,0.6809900238,1.0,0.13962004399999994
Niger,2017,4.616,7.058,0.582,53.0,0.684,-0.03,0.778,Sub-Saharan Africa,0,4.616,7.058,0.582,53.0,0.684,-0.03,0.778,0.0,0.0
Niger,2018,5.164,7.087,0.612,53.5,0.791,0.009,0.637,Sub-Saharan Africa,0,5.164,7.087,0.612,53.5,0.791,0.009,0.637,0.0,0.0
